Product Name,Category,Subcategory,Weight (kg),Material Composition,Distance (km),Recyclable,Repairable,Lifespan (yrs),Packaging Used,Eco Score,Carbon Footprint (kg CO2e),Is Eco-Friendly
MacBook Air M2 Var67,Electronics,Laptop,1.277,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5388,Yes,Yes,6,Cardboard,0.62,165.34,No
Samsung Galaxy S24 Var67,Electronics,Smartphone,0.167,"Aluminum 60%, Glass 30%, Plastic 10%",4919,Yes,Yes,5,Cardboard,0.65,67.99,No
HP Pavilion x360 Var67,Electronics,Laptop,1.741,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3912,Yes,Yes,7,Cardboard,0.59,128.96,No
Samsung 322L Refrigerator Var67,Electronics,Refrigerator,55.687,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2136,Yes,Yes,13,Plastic,0.63,302.37,No
Godrej 7 kg Washing Machine Var67,Electronics,Washing Machine,34.861,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1398,Yes,Yes,11,Plastic,0.59,261.33,No
Philips 9W LED Bulb Var67,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1088,Yes,No,4,Paper,0.74,10.39,Yes
Organic Bananas (1kg) Var67,Grocery,Bananas,1.003,Organic 100%,180,Yes,No,1,None,0.91,2.08,Yes
Amul Gold Milk 1L Var67,Grocery,Milk,1.006,"Organic 90%, Plastic 10%",473,No,No,1,Tetrapak,0.66,3.33,Yes
Khadi Natural Herbal Shampoo Var67,Personal Care,Shampoo,0.507,"Plastic 60%, Organic 40%",298,Yes,No,2,Plastic,0.62,8.28,Yes
Apple iPhone 15 Var68,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",5214,Yes,Yes,6,Cardboard,0.62,76.58,No
MacBook Air M2 Var68,Electronics,Laptop,1.26,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4838,Yes,Yes,8,Cardboard,0.68,155.83,No
Samsung Galaxy S24 Var68,Electronics,Smartphone,0.166,"Aluminum 60%, Glass 30%, Plastic 10%",4994,Yes,Yes,5,Cardboard,0.67,67.22,No
HP Pavilion x360 Var68,Electronics,Laptop,1.662,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3695,Yes,Yes,5,Cardboard,0.64,134.39,No
Samsung 322L Refrigerator Var68,Electronics,Refrigerator,54.832,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2188,Yes,Yes,13,Plastic,0.54,305.52,No
Godrej 7 kg Washing Machine Var68,Electronics,Washing Machine,34.398,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1427,Yes,Yes,11,Plastic,0.54,251.46,No
Philips 9W LED Bulb Var68,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1051,Yes,No,4,Paper,0.7,9.88,Yes
Organic Bananas (1kg) Var68,Grocery,Bananas,0.983,Organic 100%,209,Yes,No,1,None,0.93,2.0,Yes
Amul Gold Milk 1L Var68,Grocery,Milk,1.039,"Organic 90%, Plastic 10%",511,No,No,1,Tetrapak,0.63,3.58,Yes
Khadi Natural Herbal Shampoo Var68,Personal Care,Shampoo,0.504,"Plastic 60%, Organic 40%",327,Yes,No,1,Plastic,0.65,8.13,Yes
Apple iPhone 15 Var69,Electronics,Smartphone,0.172,"Aluminum 70%, Silicon 20%, Plastic 10%",5174,Yes,Yes,6,Cardboard,0.66,79.15,No
MacBook Air M2 Var69,Electronics,Laptop,1.245,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5071,Yes,Yes,6,Cardboard,0.67,153.16,No
Samsung Galaxy S24 Var69,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",5458,Yes,Yes,5,Cardboard,0.64,72.41,No
HP Pavilion x360 Var69,Electronics,Laptop,1.687,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4224,Yes,Yes,6,Cardboard,0.59,140.7,No
Samsung 322L Refrigerator Var69,Electronics,Refrigerator,55.341,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2199,Yes,Yes,11,Plastic,0.56,293.12,No
Godrej 7 kg Washing Machine Var69,Electronics,Washing Machine,34.413,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1626,Yes,Yes,10,Plastic,0.53,239.57,No
Philips 9W LED Bulb Var69,Electronics,LED Bulb,0.082,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",936,Yes,No,4,Paper,0.68,10.18,Yes
Organic Bananas (1kg) Var69,Grocery,Bananas,1.011,Organic 100%,206,Yes,No,1,None,0.92,2.02,Yes
Amul Gold Milk 1L Var69,Grocery,Milk,1.038,"Organic 90%, Plastic 10%",514,No,No,1,Tetrapak,0.62,3.42,Yes
Khadi Natural Herbal Shampoo Var69,Personal Care,Shampoo,0.51,"Plastic 60%, Organic 40%",319,Yes,No,1,Plastic,0.64,8.36,Yes
Apple iPhone 15 Var70,Electronics,Smartphone,0.17,"Aluminum 70%, Silicon 20%, Plastic 10%",5021,Yes,Yes,7,Cardboard,0.66,78.29,No
MacBook Air M2 Var70,Electronics,Laptop,1.276,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4606,Yes,Yes,7,Cardboard,0.63,164.66,No
Samsung Galaxy S24 Var70,Electronics,Smartphone,0.173,"Aluminum 60%, Glass 30%, Plastic 10%",4513,Yes,Yes,6,Cardboard,0.68,70.31,No
HP Pavilion x360 Var70,Electronics,Laptop,1.654,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3969,Yes,Yes,6,Cardboard,0.59,128.38,No
Samsung 322L Refrigerator Var70,Electronics,Refrigerator,54.524,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2043,Yes,Yes,12,Plastic,0.53,306.37,No
Godrej 7 kg Washing Machine Var70,Electronics,Washing Machine,35.363,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1399,Yes,Yes,9,Plastic,0.59,246.23,No
Philips 9W LED Bulb Var70,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1013,Yes,No,6,Paper,0.69,10.26,Yes
Organic Bananas (1kg) Var70,Grocery,Bananas,0.972,Organic 100%,195,Yes,No,1,None,0.93,2.07,Yes
Amul Gold Milk 1L Var70,Grocery,Milk,1.052,"Organic 90%, Plastic 10%",507,No,No,1,Tetrapak,0.64,3.52,Yes
Khadi Natural Herbal Shampoo Var70,Personal Care,Shampoo,0.487,"Plastic 60%, Organic 40%",302,Yes,No,2,Plastic,0.62,8.56,Yes
Apple iPhone 15 Var71,Electronics,Smartphone,0.173,"Aluminum 70%, Silicon 20%, Plastic 10%",4591,Yes,Yes,5,Cardboard,0.6,77.47,No
MacBook Air M2 Var71,Electronics,Laptop,1.268,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4501,Yes,Yes,6,Cardboard,0.62,161.67,No
Samsung Galaxy S24 Var71,Electronics,Smartphone,0.164,"Aluminum 60%, Glass 30%, Plastic 10%",5266,Yes,Yes,6,Cardboard,0.59,66.74,No
HP Pavilion x360 Var71,Electronics,Laptop,1.735,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3972,Yes,Yes,5,Cardboard,0.58,138.46,No
Samsung 322L Refrigerator Var71,Electronics,Refrigerator,55.737,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1934,Yes,Yes,13,Plastic,0.53,309.93,No
Godrej 7 kg Washing Machine Var71,Electronics,Washing Machine,34.643,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1554,Yes,Yes,10,Plastic,0.6,260.23,No
Philips 9W LED Bulb Var71,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",974,Yes,No,5,Paper,0.72,9.79,Yes
Organic Bananas (1kg) Var71,Grocery,Bananas,1.007,Organic 100%,214,Yes,No,2,None,0.9,2.1,Yes
Amul Gold Milk 1L Var71,Grocery,Milk,1.021,"Organic 90%, Plastic 10%",481,No,No,1,Tetrapak,0.6,3.39,No
Khadi Natural Herbal Shampoo Var71,Personal Care,Shampoo,0.491,"Plastic 60%, Organic 40%",307,Yes,No,2,Plastic,0.61,8.32,Yes
Apple iPhone 15 Var72,Electronics,Smartphone,0.178,"Aluminum 70%, Silicon 20%, Plastic 10%",5435,Yes,Yes,6,Cardboard,0.68,81.16,No
MacBook Air M2 Var72,Electronics,Laptop,1.208,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5411,Yes,Yes,6,Cardboard,0.64,166.37,No
Samsung Galaxy S24 Var72,Electronics,Smartphone,0.168,"Aluminum 60%, Glass 30%, Plastic 10%",5346,Yes,Yes,7,Cardboard,0.63,73.3,No
HP Pavilion x360 Var72,Electronics,Laptop,1.739,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4191,Yes,Yes,7,Cardboard,0.59,139.12,No
Samsung 322L Refrigerator Var72,Electronics,Refrigerator,56.223,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1834,Yes,Yes,13,Plastic,0.6,288.64,No
Godrej 7 kg Washing Machine Var72,Electronics,Washing Machine,34.859,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1647,Yes,Yes,10,Plastic,0.57,242.33,No
Philips 9W LED Bulb Var72,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",982,Yes,No,5,Paper,0.73,10.14,Yes
Organic Bananas (1kg) Var72,Grocery,Bananas,1.019,Organic 100%,189,Yes,No,2,None,0.88,1.94,Yes
Amul Gold Milk 1L Var72,Grocery,Milk,1.032,"Organic 90%, Plastic 10%",462,No,No,1,Tetrapak,0.57,3.49,No
Khadi Natural Herbal Shampoo Var72,Personal Care,Shampoo,0.498,"Plastic 60%, Organic 40%",284,Yes,No,1,Plastic,0.62,8.75,Yes
Apple iPhone 15 Var73,Electronics,Smartphone,0.179,"Aluminum 70%, Silicon 20%, Plastic 10%",4781,Yes,Yes,6,Cardboard,0.65,82.82,No
MacBook Air M2 Var73,Electronics,Laptop,1.266,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5166,Yes,Yes,8,Cardboard,0.64,165.87,No
Samsung Galaxy S24 Var73,Electronics,Smartphone,0.163,"Aluminum 60%, Glass 30%, Plastic 10%",5033,Yes,Yes,6,Cardboard,0.62,67.57,No
HP Pavilion x360 Var73,Electronics,Laptop,1.654,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3607,Yes,Yes,6,Cardboard,0.67,136.43,No
Samsung 322L Refrigerator Var73,Electronics,Refrigerator,53.805,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1965,Yes,Yes,11,Plastic,0.57,291.09,No
Godrej 7 kg Washing Machine Var73,Electronics,Washing Machine,34.275,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1376,Yes,Yes,11,Plastic,0.57,241.91,No
Philips 9W LED Bulb Var73,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1043,Yes,No,4,Paper,0.71,10.3,Yes
Organic Bananas (1kg) Var73,Grocery,Bananas,0.981,Organic 100%,215,Yes,No,1,None,0.87,1.97,Yes
Amul Gold Milk 1L Var73,Grocery,Milk,1.021,"Organic 90%, Plastic 10%",546,No,No,1,Tetrapak,0.65,3.38,Yes
Khadi Natural Herbal Shampoo Var73,Personal Care,Shampoo,0.493,"Plastic 60%, Organic 40%",287,Yes,No,3,Plastic,0.66,8.12,Yes
Apple iPhone 15 Var74,Electronics,Smartphone,0.171,"Aluminum 70%, Silicon 20%, Plastic 10%",4787,Yes,Yes,5,Cardboard,0.68,80.88,No
MacBook Air M2 Var74,Electronics,Laptop,1.24,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4685,Yes,Yes,6,Cardboard,0.67,160.45,No
Samsung Galaxy S24 Var74,Electronics,Smartphone,0.172,"Aluminum 60%, Glass 30%, Plastic 10%",5449,Yes,Yes,6,Cardboard,0.65,68.22,No
HP Pavilion x360 Var74,Electronics,Laptop,1.668,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4078,Yes,Yes,5,Cardboard,0.63,134.59,No
Samsung 322L Refrigerator Var74,Electronics,Refrigerator,54.411,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2089,Yes,Yes,11,Plastic,0.58,313.11,No
Godrej 7 kg Washing Machine Var74,Electronics,Washing Machine,34.223,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1412,Yes,Yes,10,Plastic,0.55,260.89,No
Philips 9W LED Bulb Var74,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",936,Yes,No,6,Paper,0.72,9.76,Yes
Organic Bananas (1kg) Var74,Grocery,Bananas,1.015,Organic 100%,182,Yes,No,1,None,0.87,1.91,Yes
Amul Gold Milk 1L Var74,Grocery,Milk,1.052,"Organic 90%, Plastic 10%",529,No,No,2,Tetrapak,0.65,3.56,Yes
Khadi Natural Herbal Shampoo Var74,Personal Care,Shampoo,0.511,"Plastic 60%, Organic 40%",321,Yes,No,3,Plastic,0.69,8.56,Yes
Apple iPhone 15 Var75,Electronics,Smartphone,0.174,"Aluminum 70%, Silicon 20%, Plastic 10%",5461,Yes,Yes,5,Cardboard,0.67,83.67,No
MacBook Air M2 Var75,Electronics,Laptop,1.268,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4699,Yes,Yes,8,Cardboard,0.63,166.4,No
Samsung Galaxy S24 Var75,Electronics,Smartphone,0.167,"Aluminum 60%, Glass 30%, Plastic 10%",4512,Yes,Yes,5,Cardboard,0.64,70.51,No
HP Pavilion x360 Var75,Electronics,Laptop,1.711,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4130,Yes,Yes,6,Cardboard,0.65,133.09,No
Samsung 322L Refrigerator Var75,Electronics,Refrigerator,55.193,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1870,Yes,Yes,12,Plastic,0.62,308.4,No
Godrej 7 kg Washing Machine Var75,Electronics,Washing Machine,35.504,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1624,Yes,Yes,9,Plastic,0.59,258.63,No
Philips 9W LED Bulb Var75,Electronics,LED Bulb,0.082,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",983,Yes,No,6,Paper,0.75,10.21,Yes
Organic Bananas (1kg) Var75,Grocery,Bananas,0.97,Organic 100%,206,Yes,No,1,None,0.87,1.96,Yes
Amul Gold Milk 1L Var75,Grocery,Milk,1.004,"Organic 90%, Plastic 10%",463,No,No,1,Tetrapak,0.6,3.4,No
Khadi Natural Herbal Shampoo Var75,Personal Care,Shampoo,0.485,"Plastic 60%, Organic 40%",300,Yes,No,1,Plastic,0.66,8.64,Yes
Apple iPhone 15 Var76,Electronics,Smartphone,0.174,"Aluminum 70%, Silicon 20%, Plastic 10%",4543,Yes,Yes,5,Cardboard,0.67,79.85,No
MacBook Air M2 Var76,Electronics,Laptop,1.259,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5312,Yes,Yes,7,Cardboard,0.63,162.31,No
Samsung Galaxy S24 Var76,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",5205,Yes,Yes,5,Cardboard,0.61,72.21,No
HP Pavilion x360 Var76,Electronics,Laptop,1.744,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3787,Yes,Yes,5,Cardboard,0.65,130.18,No
Samsung 322L Refrigerator Var76,Electronics,Refrigerator,53.432,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1900,Yes,Yes,13,Plastic,0.61,310.09,No
Godrej 7 kg Washing Machine Var76,Electronics,Washing Machine,35.138,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1437,Yes,Yes,9,Plastic,0.52,246.81,No
Philips 9W LED Bulb Var76,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",970,Yes,No,5,Paper,0.75,10.47,Yes
Organic Bananas (1kg) Var76,Grocery,Bananas,1.013,Organic 100%,205,Yes,No,1,None,0.92,2.05,Yes
Amul Gold Milk 1L Var76,Grocery,Milk,1.057,"Organic 90%, Plastic 10%",523,No,No,1,Tetrapak,0.64,3.57,Yes
Khadi Natural Herbal Shampoo Var76,Personal Care,Shampoo,0.508,"Plastic 60%, Organic 40%",274,Yes,No,2,Plastic,0.7,8.54,Yes
Apple iPhone 15 Var77,Electronics,Smartphone,0.177,"Aluminum 70%, Silicon 20%, Plastic 10%",5279,Yes,Yes,5,Cardboard,0.63,80.34,No
MacBook Air M2 Var77,Electronics,Laptop,1.259,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5276,Yes,Yes,6,Cardboard,0.65,166.36,No
Samsung Galaxy S24 Var77,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",5215,Yes,Yes,7,Cardboard,0.69,69.28,No
HP Pavilion x360 Var77,Electronics,Laptop,1.696,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4170,Yes,Yes,5,Cardboard,0.59,135.96,No
Samsung 322L Refrigerator Var77,Electronics,Refrigerator,56.296,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2096,Yes,Yes,11,Plastic,0.54,295.51,No
Godrej 7 kg Washing Machine Var77,Electronics,Washing Machine,34.389,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1471,Yes,Yes,11,Plastic,0.58,244.7,No
Philips 9W LED Bulb Var77,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",911,Yes,No,6,Paper,0.67,10.02,Yes
Organic Bananas (1kg) Var77,Grocery,Bananas,1.008,Organic 100%,194,Yes,No,1,None,0.92,2.09,Yes
Amul Gold Milk 1L Var77,Grocery,Milk,1.051,"Organic 90%, Plastic 10%",498,No,No,1,Tetrapak,0.62,3.51,Yes
Khadi Natural Herbal Shampoo Var77,Personal Care,Shampoo,0.509,"Plastic 60%, Organic 40%",312,Yes,No,2,Plastic,0.62,8.37,Yes
Apple iPhone 15 Var78,Electronics,Smartphone,0.171,"Aluminum 70%, Silicon 20%, Plastic 10%",5255,Yes,Yes,5,Cardboard,0.64,82.35,No
MacBook Air M2 Var78,Electronics,Laptop,1.237,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4613,Yes,Yes,8,Cardboard,0.65,160.01,No
Samsung Galaxy S24 Var78,Electronics,Smartphone,0.171,"Aluminum 60%, Glass 30%, Plastic 10%",4892,Yes,Yes,7,Cardboard,0.6,71.87,No
HP Pavilion x360 Var78,Electronics,Laptop,1.689,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4151,Yes,Yes,7,Cardboard,0.57,137.29,No
Samsung 322L Refrigerator Var78,Electronics,Refrigerator,54.567,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1819,Yes,Yes,13,Plastic,0.6,312.29,No
Godrej 7 kg Washing Machine Var78,Electronics,Washing Machine,35.14,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1383,Yes,Yes,10,Plastic,0.59,253.09,No
Philips 9W LED Bulb Var78,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",919,Yes,No,5,Paper,0.69,9.82,Yes
Organic Bananas (1kg) Var78,Grocery,Bananas,0.973,Organic 100%,181,Yes,No,2,None,0.89,2.09,Yes
Amul Gold Milk 1L Var78,Grocery,Milk,1.033,"Organic 90%, Plastic 10%",505,No,No,2,Tetrapak,0.66,3.48,Yes
Khadi Natural Herbal Shampoo Var78,Personal Care,Shampoo,0.499,"Plastic 60%, Organic 40%",303,Yes,No,2,Plastic,0.65,8.68,Yes
Apple iPhone 15 Var79,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",5287,Yes,Yes,5,Cardboard,0.6,83.32,No
MacBook Air M2 Var79,Electronics,Laptop,1.276,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4702,Yes,Yes,6,Cardboard,0.66,158.73,No
Samsung Galaxy S24 Var79,Electronics,Smartphone,0.167,"Aluminum 60%, Glass 30%, Plastic 10%",4738,Yes,Yes,6,Cardboard,0.59,68.57,No
HP Pavilion x360 Var79,Electronics,Laptop,1.682,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4299,Yes,Yes,6,Cardboard,0.6,139.82,No
Samsung 322L Refrigerator Var79,Electronics,Refrigerator,53.82,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2093,Yes,Yes,11,Plastic,0.6,313.94,No
Godrej 7 kg Washing Machine Var79,Electronics,Washing Machine,35.543,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1441,Yes,Yes,10,Plastic,0.61,256.28,No
Philips 9W LED Bulb Var79,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",966,Yes,No,6,Paper,0.68,10.07,Yes
Organic Bananas (1kg) Var79,Grocery,Bananas,1.024,Organic 100%,184,Yes,No,1,None,0.89,2.06,Yes
Amul Gold Milk 1L Var79,Grocery,Milk,1.008,"Organic 90%, Plastic 10%",457,No,No,2,Tetrapak,0.56,3.33,No
Khadi Natural Herbal Shampoo Var79,Personal Care,Shampoo,0.512,"Plastic 60%, Organic 40%",316,Yes,No,3,Plastic,0.66,8.46,Yes
Apple iPhone 15 Var80,Electronics,Smartphone,0.177,"Aluminum 70%, Silicon 20%, Plastic 10%",5417,Yes,Yes,6,Cardboard,0.66,82.73,No
MacBook Air M2 Var80,Electronics,Laptop,1.231,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4718,Yes,Yes,6,Cardboard,0.61,154.27,No
Samsung Galaxy S24 Var80,Electronics,Smartphone,0.165,"Aluminum 60%, Glass 30%, Plastic 10%",5000,Yes,Yes,7,Cardboard,0.65,70.02,No
HP Pavilion x360 Var80,Electronics,Laptop,1.715,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4216,Yes,Yes,7,Cardboard,0.59,136.12,No
Samsung 322L Refrigerator Var80,Electronics,Refrigerator,56.636,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1815,Yes,Yes,11,Plastic,0.62,302.21,No
Godrej 7 kg Washing Machine Var80,Electronics,Washing Machine,35.627,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1460,Yes,Yes,11,Plastic,0.54,252.94,No
Philips 9W LED Bulb Var80,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1091,Yes,No,4,Paper,0.74,9.8,Yes
Organic Bananas (1kg) Var80,Grocery,Bananas,0.971,Organic 100%,188,Yes,No,1,None,0.89,1.98,Yes
Amul Gold Milk 1L Var80,Grocery,Milk,1.06,"Organic 90%, Plastic 10%",470,No,No,2,Tetrapak,0.66,3.65,Yes
Khadi Natural Herbal Shampoo Var80,Personal Care,Shampoo,0.499,"Plastic 60%, Organic 40%",299,Yes,No,2,Plastic,0.66,8.87,Yes
Apple iPhone 15 Var81,Electronics,Smartphone,0.178,"Aluminum 70%, Silicon 20%, Plastic 10%",5089,Yes,Yes,7,Cardboard,0.61,79.05,No
MacBook Air M2 Var81,Electronics,Laptop,1.25,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5365,Yes,Yes,8,Cardboard,0.69,161.14,No
Samsung Galaxy S24 Var81,Electronics,Smartphone,0.17,"Aluminum 60%, Glass 30%, Plastic 10%",4910,Yes,Yes,7,Cardboard,0.68,71.29,No
HP Pavilion x360 Var81,Electronics,Laptop,1.718,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4318,Yes,Yes,7,Cardboard,0.62,138.9,No
Samsung 322L Refrigerator Var81,Electronics,Refrigerator,53.675,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1907,Yes,Yes,11,Plastic,0.55,290.95,No
Godrej 7 kg Washing Machine Var81,Electronics,Washing Machine,34.057,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1646,Yes,Yes,10,Plastic,0.59,261.89,No
Philips 9W LED Bulb Var81,Electronics,LED Bulb,0.08,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",917,Yes,No,6,Paper,0.72,9.54,Yes
Organic Bananas (1kg) Var81,Grocery,Bananas,0.97,Organic 100%,205,Yes,No,1,None,0.92,2.08,Yes
Amul Gold Milk 1L Var81,Grocery,Milk,1.039,"Organic 90%, Plastic 10%",464,No,No,1,Tetrapak,0.6,3.39,No
Khadi Natural Herbal Shampoo Var81,Personal Care,Shampoo,0.496,"Plastic 60%, Organic 40%",322,Yes,No,1,Plastic,0.64,8.79,Yes
Apple iPhone 15 Var82,Electronics,Smartphone,0.177,"Aluminum 70%, Silicon 20%, Plastic 10%",5143,Yes,Yes,5,Cardboard,0.67,82.73,No
MacBook Air M2 Var82,Electronics,Laptop,1.213,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4938,Yes,Yes,7,Cardboard,0.62,155.29,No
Samsung Galaxy S24 Var82,Electronics,Smartphone,0.172,"Aluminum 60%, Glass 30%, Plastic 10%",4650,Yes,Yes,5,Cardboard,0.64,68.34,No
HP Pavilion x360 Var82,Electronics,Laptop,1.701,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3817,Yes,Yes,6,Cardboard,0.58,137.22,No
Samsung 322L Refrigerator Var82,Electronics,Refrigerator,55.933,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2125,Yes,Yes,12,Plastic,0.61,285.08,No
Godrej 7 kg Washing Machine Var82,Electronics,Washing Machine,34.6,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1378,Yes,Yes,9,Plastic,0.59,258.34,No
Philips 9W LED Bulb Var82,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",938,Yes,No,4,Paper,0.74,9.6,Yes
Organic Bananas (1kg) Var82,Grocery,Bananas,1.001,Organic 100%,199,Yes,No,1,None,0.9,1.96,Yes
Amul Gold Milk 1L Var82,Grocery,Milk,1.056,"Organic 90%, Plastic 10%",539,No,No,1,Tetrapak,0.62,3.63,Yes
Khadi Natural Herbal Shampoo Var82,Personal Care,Shampoo,0.507,"Plastic 60%, Organic 40%",273,Yes,No,3,Plastic,0.65,8.43,Yes
Apple iPhone 15 Var83,Electronics,Smartphone,0.169,"Aluminum 70%, Silicon 20%, Plastic 10%",5296,Yes,Yes,6,Cardboard,0.62,81.95,No
MacBook Air M2 Var83,Electronics,Laptop,1.255,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4562,Yes,Yes,7,Cardboard,0.7,161.95,No
Samsung Galaxy S24 Var83,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",5376,Yes,Yes,6,Cardboard,0.66,72.4,No
HP Pavilion x360 Var83,Electronics,Laptop,1.654,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3850,Yes,Yes,5,Cardboard,0.59,131.42,No
Samsung 322L Refrigerator Var83,Electronics,Refrigerator,54.91,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1993,Yes,Yes,11,Plastic,0.58,294.93,No
Godrej 7 kg Washing Machine Var83,Electronics,Washing Machine,36.034,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1647,Yes,Yes,9,Plastic,0.61,244.64,No
